7628
8 4819 2 2 1
8 4819 2 3 1
4819 8 1 1 0
8 4825 1 1 1
8 4825 2 2 1
8 4825 2 3 1
4825 8 1 1 0
8 4879 1 1 1
8 4879 2 2 1
8 4879 2 3 1
4879 8 1 1 0
8 4826 1 1 1
8 4826 2 2 1
8 4826 2 3 1
4826 8 1 1 0
8 4835 1 1 1
8 4835 2 2 1
8 4835 2 3 1
4835 8 1 1 0
8 1084 4 1 1
8 1084 15 2 1
8 1084 19 3 1
1084 8 1 1 0
8 697 1 1 1
8 697 2 2 1
8 697 2 3 1
697 8 1 1 0
8 553 1 1 1
8 553 2 2 1
8 553 2 3 1
553 8 1 1 0
8 794 1 1 1
8 794 2 2 1
8 794 2 3 1
794 8 1 1 0
8 3536 1 1 1
8 3536 2 2 1
8 3536 2 3 1
3536 8 1 1 0
8 718 4 1 1
8 718 15 2 1
8 718 19 3 1
718 8 1 1 0
8 528 1 1 1
8 528 2 2 1
8 528 2 3 1
528 8 1 1 0
8 980 1 1 1
8 980 2 2 1
8 980 2 3 1
980 8 1 1 0
8 637 4 1 1
8 637 18 2 1
8 637 22 3 1
637 8 2 1 0
8 894 1 1 1
8 894 2 2 1
8 894 2 3 1
894 8 1 1 0
8 2277 6 1 1
8 2277 25 2 1
8 2277 32 3 1
2277 8 3 1 0
8 4085 1 1 1
8 4085 2 2 1
8 4085 2 3 1
4085 8 1 1 0
8 1697 1 1 1
8 1697 2 2 1
8 1697 2 3 1
1697 8 1 1 0
8 1061 4 1 1
8 1061 14 2 1
8 1061 18 3 1
1061 8 1 1 0
8 889 1 1 1
8 889 2 2 1
8 889 2 3 1
889 8 1 1 0
8 843 5 1 1
8 843 21 2 1
8 843 26 3 1
843 8 2 1 0
8 1591 1 1 1
8 1591 2 2 1
8 1591 2 3 1
1591 8 1 1 0
8 1054 3 1 1
8 1054 11 2 1
8 1054 14 3 1
1054 8 1 1 0
8 1450 1 1 1
8 1450 2 2 1
8 1450 2 3 1
1450 8 1 1 0
8 605 1 1 1
8 605 2 2 1
8 605 2 3 1
605 8 1 1 0
8 1072 8 1 1
8 1072 33 2 1
8 1072 42 3 1
1072 8 4 1 0
8 924 1 1 1
8 924 2 2 1
8 924 2 3 1
924 8 1 1 0
8 720 1 1 1
8 720 2 2 1
8 720 2 3 1
720 8 1 1 0
8 31 4 1 1
8 31 16 2 1
8 31 20 3 1
31 8 2 1 0
8 307 3 1 1
8 307 11 2 1
8 307 14 3 1
307 8 1 1 0
8 316 1 1 1
8 316 2 2 1
8 316 2 3 1
316 8 1 1 0
8 111 1 1 1
8 111 2 2 1
8 111 2 3 1
111 8 1 1 0
8 1016 1 1 1
8 1016 2 2 1
8 1016 2 3 1
1016 8 1 1 0
8 558 3 1 1
8 558 11 2 1
8 558 14 3 1
558 8 1 1 0
8 355 5 1 1
8 355 20 2 1
8 355 25 3 1
355 8 2 1 0
8 1102 1 1 1
8 1102 2 2 1
8 1102 2 3 1
1102 8 1 1 0
8 529 1 1 1
8 529 2 2 1
8 529 2 3 1
529 8 1 1 0
8 1346 1 1 1
8 1346 2 2 1
8 1346 2 3 1
1346 8 1 1 0
8 1349 1 1 1
8 1349 2 2 1
8 1349 2 3 1
1349 8 1 1 0
8 91 24 1 1
8 91 98 2 1
8 91 122 3 1
91 8 12 1 0
8 245 6 1 1
8 245 23 2 1
8 245 28 3 1
245 8 3 1 0
8 472 1 1 1
8 472 2 2 1
8 472 2 3 1
472 8 1 1 0
8 1021 4 1 1
8 1021 14 2 1
8 1021 18 3 1
1021 8 1 1 0
8 401 1 1 1
8 401 2 2 1
8 401 2 3 1
401 8 1 1 0
8 1681 1 1 1
8 1681 2 2 1
8 1681 2 3 1
1681 8 1 1 0
8 1446 2 1 1
8 1446 9 2 1
8 1446 11 3 1
1446 8 1 1 0
8 590 4 1 1
8 590 18 2 1
8 590 22 3 1
590 8 2 1 0
8 500 1 1 1
8 500 2 2 1
8 500 2 3 1
500 8 1 1 0
8 1604 1 1 1
8 1604 2 2 1
8 1604 2 3 1
1604 8 1 1 0
8 175 6 1 1
8 175 24 2 1
8 175 30 3 1
175 8 3 1 0
8 347 1 1 1
8 347 2 2 1
8 347 2 3 1
347 8 1 1 0
8 145 5 1 1
8 145 21 2 1
8 145 26 3 1
145 8 2 1 0
8 275 4 1 1
8 275 14 2 1
8 275 18 3 1
275 8 1 1 0
8 1242 3 1 1
8 1242 11 2 1
8 1242 14 3 1
1242 8 1 1 0
8 774 1 1 1
8 774 2 2 1
8 774 2 3 1
774 8 1 1 0
8 457 1 1 1
8 457 2 2 1
8 457 2 3 1
457 8 1 1 0
8 984 1 1 1
8 984 2 2 1
8 984 2 3 1
984 8 1 1 0
8 4080 1 1 1
8 4080 2 2 1
8 4080 2 3 1
4080 8 1 1 0
8 2627 1 1 1
8 2627 2 2 1
8 2627 2 3 1
2627 8 1 1 0
8 4673 1 1 1
8 4673 2 2 1
8 4673 2 3 1
4673 8 1 1 0
8 1693 3 1 1
8 1693 11 2 1
8 1693 13 3 1
1693 8 1 1 0
8 3080 3 1 1
8 3080 13 2 1
8 3080 17 3 1
3080 8 1 1 0
8 14 6 1 1
8 14 26 2 1
8 14 32 3 1
14 8 3 1 0
8 4118 1 1 1
8 4118 2 2 1
8 4118 2 3 1
4118 8 1 1 0
8 3315 1 1 1
8 3315 2 2 1
8 3315 2 3 1
3315 8 1 1 0
8 4159 1 1 1
8 4159 2 2 1
8 4159 2 3 1
4159 8 1 1 0
8 58 8 1 1
8 58 33 2 1
8 58 42 3 1
58 8 4 1 0
8 35 1 1 1
8 35 2 2 1
8 35 2 3 1
35 8 1 1 0
8 1924 4 1 1
8 1924 18 2 1
8 1924 22 3 1
1924 8 2 1 0
8 861 1 1 1
8 861 2 2 1
8 861 2 3 1
861 8 1 1 0
8 260 9 1 1
8 260 37 2 1
8 260 46 3 1
260 8 5 1 0
8 4467 1 1 1
8 4467 2 2 1
8 4467 2 3 1
4467 8 1 1 0
8 2745 1 1 1
8 2745 2 2 1
8 2745 2 3 1
2745 8 1 1 0
8 4508 1 1 1
8 4508 2 2 1
8 4508 2 3 1
4508 8 1 1 0
8 2677 1 1 1
8 2677 2 2 1
8 2677 2 3 1
2677 8 1 1 0
8 2685 1 1 1
8 2685 2 2 1
8 2685 2 3 1
2685 8 1 1 0
8 2687 1 1 1
8 2687 2 2 1
8 2687 2 3 1
2687 8 1 1 0
8 2721 1 1 1
8 2721 2 2 1
8 2721 2 3 1
2721 8 1 1 0
8 2747 1 1 1
8 2747 2 2 1
8 2747 2 3 1
2747 8 1 1 0
8 2680 1 1 1
8 2680 2 2 1
8 2680 2 3 1
2680 8 1 1 0
8 478 5 1 1
8 478 20 2 1
8 478 25 3 1
478 8 2 1 0
8 378 1 1 1
8 378 2 2 1
8 378 2 3 1
378 8 1 1 0
8 2909 1 1 1
8 2909 2 2 1
8 2909 2 3 1
2909 8 1 1 0
8 4001 1 1 1
8 4001 2 2 1
8 4001 2 3 1
4001 8 1 1 0
8 3711 1 1 1
8 3711 2 2 1
8 3711 2 3 1
3711 8 1 1 0
8 800 1 1 1
8 800 2 2 1
8 800 2 3 1
800 8 1 1 0
8 2860 1 1 1
8 2860 2 2 1
8 2860 2 3 1
2860 8 1 1 0
8 1937 6 1 1
8 1937 24 2 1
8 1937 30 3 1
1937 8 3 1 0
8 2971 1 1 1
8 2971 2 2 1
8 2971 2 3 1
2971 8 1 1 0
8 786 1 1 1
8 786 2 2 1
8 786 2 3 1
786 8 1 1 0
8 3110 1 1 1
8 3110 2 2 1
8 3110 2 3 1
3110 8 1 1 0
8 1646 1 1 1
8 1646 2 2 1
8 1646 2 3 1
1646 8 1 1 0
8 581 1 1 1
8 581 2 2 1
8 581 2 3 1
581 8 1 1 0
8 2910 2 1 1
8 2910 9 2 1
8 2910 11 3 1
2910 8 1 1 0
8 179 1 1 1
8 179 2 2 1
8 179 2 3 1
179 8 1 1 0
8 403 1 1 1
8 403 2 2 1
8 403 2 3 1
403 8 1 1 0
8 3879 1 1 1
8 3879 2 2 1
8 3879 2 3 1
3879 8 1 1 0
8 4016 1 1 1
8 4016 2 2 1
8 4016 2 3 1
4016 8 1 1 0
8 3305 1 1 1
8 3305 2 2 1
8 3305 2 3 1
3305 8 1 1 0
8 3205 1 1 1
8 3205 2 2 1
8 3205 2 3 1
3205 8 1 1 0
8 608 1 1 1
8 608 2 2 1
8 608 2 3 1
608 8 1 1 0
8 589 3 1 1
8 589 11 2 1
8 589 14 3 1
589 8 1 1 0
8 299 10 1 1
8 299 42 2 1
8 299 52 3 1
299 8 6 1 0
8 310 6 1 1
8 310 24 2 1
8 310 30 3 1
310 8 3 1 0
8 853 1 1 1
8 853 2 2 1
8 853 2 3 1
853 8 1 1 0
8 3820 1 1 1
8 3820 2 2 1
8 3820 2 3 1
3820 8 1 1 0
8 3998 7 1 1
8 3998 29 2 1
8 3998 36 3 1
3998 8 4 1 0
8 130 11 1 1
8 130 44 2 1
8 130 56 3 1
130 8 6 1 0
8 3216 1 1 1
8 3216 2 2 1
8 3216 2 3 1
3216 8 1 1 0
8 3317 1 1 1
8 3317 2 2 1
8 3317 2 3 1
3317 8 1 1 0
8 3089 1 1 1
8 3089 2 2 1
8 3089 2 3 1
3089 8 1 1 0
8 2912 1 1 1
8 2912 2 2 1
8 2912 2 3 1
2912 8 1 1 0
8 4030 1 1 1
8 4030 2 2 1
8 4030 2 3 1
4030 8 1 1 0
8 3203 1 1 1
8 3203 2 2 1
8 3203 2 3 1
3203 8 1 1 0
8 4031 1 1 1
8 4031 2 2 1
8 4031 2 3 1
4031 8 1 1 0
8 26 8 1 1
8 26 31 2 1
8 26 39 3 1
26 8 4 1 0
8 847 3 1 1
8 847 11 2 1
8 847 14 3 1
847 8 1 1 0
8 1454 1 1 1
8 1454 2 2 1
8 1454 2 3 1
1454 8 1 1 0
8 2861 1 1 1
8 2861 2 2 1
8 2861 2 3 1
2861 8 1 1 0
8 385 1 1 1
8 385 2 2 1
8 385 2 3 1
385 8 1 1 0
8 627 4 1 1
8 627 14 2 1
8 627 18 3 1
627 8 1 1 0
8 89 1 1 1
8 89 2 2 1
8 89 2 3 1
89 8 1 1 0
8 904 3 1 1
8 904 13 2 1
8 904 16 3 1
904 8 1 1 0
8 689 1 1 1
8 689 2 2 1
8 689 2 3 1
689 8 1 1 0
8 3056 1 1 1
8 3056 2 2 1
8 3056 2 3 1
3056 8 1 1 0
8 3104 1 1 1
8 3104 2 2 1
8 3104 2 3 1
3104 8 1 1 0
8 1019 1 1 1
8 1019 2 2 1
8 1019 2 3 1
1019 8 1 1 0
8 362 5 1 1
8 362 20 2 1
8 362 26 3 1
362 8 2 1 0
8 4741 1 1 1
8 4741 2 2 1
8 4741 2 3 1
4741 8 1 1 0
8 288 3 1 1
8 288 12 2 1
8 288 15 3 1
288 8 1 1 0
8 4038 1 1 1
8 4038 2 2 1
8 4038 2 3 1
4038 8 1 1 0
8 3200 1 1 1
8 3200 2 2 1
8 3200 2 3 1
3200 8 1 1 0
8 808 1 1 1
8 808 2 2 1
8 808 2 3 1
808 8 1 1 0
8 1530 1 1 1
8 1530 2 2 1
8 1530 2 3 1
1530 8 1 1 0
8 231 1 1 1
8 231 2 2 1
8 231 2 3 1
231 8 1 1 0
8 214 11 1 1
8 214 44 2 1
8 214 55 3 1
214 8 6 1 0
8 1496 1 1 1
8 1496 2 2 1
8 1496 2 3 1
1496 8 1 1 0
8 1495 1 1 1
8 1495 2 2 1
8 1495 2 3 1
1495 8 1 1 0
8 550 1 1 1
8 550 2 2 1
8 550 2 3 1
550 8 1 1 0
8 848 1 1 1
8 848 2 2 1
8 848 2 3 1
848 8 1 1 0
8 404 2 1 1
8 404 9 2 1
8 404 11 3 1
404 8 1 1 0
8 93 7 1 1
8 93 29 2 1
8 93 36 3 1
93 8 4 1 0
8 1647 1 1 1
8 1647 2 2 1
8 1647 2 3 1
1647 8 1 1 0
8 119 16 1 1
8 119 64 2 1
8 119 80 3 1
119 8 8 1 0
8 143 10 1 1
8 143 38 2 1
8 143 48 3 1
143 8 5 1 0
8 469 1 1 1
8 469 2 2 1
8 469 2 3 1
469 8 1 1 0
8 379 1 1 1
8 379 2 2 1
8 379 2 3 1
379 8 1 1 0
8 1472 1 1 1
8 1472 2 2 1
8 1472 2 3 1
1472 8 1 1 0
8 508 4 1 1
8 508 15 2 1
8 508 19 3 1
508 8 1 1 0
8 9 15 1 1
8 9 59 2 1
8 9 74 3 1
9 8 7 1 0
8 956 1 1 1
8 956 2 2 1
8 956 2 3 1
956 8 1 1 0
8 237 3 1 1
8 237 13 2 1
8 237 16 3 1
237 8 1 1 0
8 4164 4 1 1
8 4164 16 2 1
8 4164 20 3 1
4164 8 2 1 0
8 4255 1 1 1
8 4255 2 2 1
8 4255 2 3 1
4255 8 1 1 0
8 4991 1 1 1
8 4991 2 2 1
8 4991 2 3 1
4991 8 1 1 0
8 216 1 1 1
8 216 2 2 1
8 216 2 3 1
216 8 1 1 0
8 4289 1 1 1
8 4289 2 2 1
8 4289 2 3 1
4289 8 1 1 0
8 4347 1 1 1
8 4347 2 2 1
8 4347 2 3 1
4347 8 1 1 0
8 3069 3 1 1
8 3069 12 2 1
8 3069 15 3 1
3069 8 1 1 0
8 4669 1 1 1
8 4669 2 2 1
8 4669 2 3 1
4669 8 1 1 0
8 4995 1 1 1
8 4995 2 2 1
8 4995 2 3 1
4995 8 1 1 0
8 4739 3 1 1
8 4739 12 2 1
8 4739 14 3 1
4739 8 1 1 0
8 1265 3 1 1
8 1265 11 2 1
8 1265 14 3 1
1265 8 1 1 0
8 3062 1 1 1
8 3062 2 2 1
8 3062 2 3 1
3062 8 1 1 0
8 518 1 1 1
8 518 2 2 1
8 518 2 3 1
518 8 1 1 0
8 890 7 1 1
8 890 28 2 1
8 890 34 3 1
890 8 3 1 0
8 1004 1 1 1
8 1004 2 2 1
8 1004 2 3 1
1004 8 1 1 0
8 700 3 1 1
8 700 12 2 1
8 700 15 3 1
700 8 1 1 0
8 809 4 1 1
8 809 15 2 1
8 809 19 3 1
809 8 1 1 0
8 2282 1 1 1
8 2282 2 2 1
8 2282 2 3 1
2282 8 1 1 0
8 1567 1 1 1
8 1567 2 2 1
8 1567 2 3 1
1567 8 1 1 0
8 1094 6 1 1
8 1094 23 2 1
8 1094 28 3 1
1094 8 3 1 0
8 1101 1 1 1
8 1101 2 2 1
8 1101 2 3 1
1101 8 1 1 0
8 898 1 1 1
8 898 2 2 1
8 898 2 3 1
898 8 1 1 0
8 703 1 1 1
8 703 2 2 1
8 703 2 3 1
703 8 1 1 0
8 1484 1 1 1
8 1484 2 2 1
8 1484 2 3 1
1484 8 1 1 0
8 405 1 1 1
8 405 2 2 1
8 405 2 3 1
405 8 1 1 0
8 274 1 1 1
8 274 2 2 1
8 274 2 3 1
274 8 1 1 0
8 281 4 1 1
8 281 18 2 1
8 281 22 3 1
281 8 2 1 0
8 210 4 1 1
8 210 16 2 1
8 210 20 3 1
210 8 2 1 0
8 856 1 1 1
8 856 2 2 1
8 856 2 3 1
856 8 1 1 0
8 399 3 1 1
8 399 11 2 1
8 399 13 3 1
399 8 1 1 0
8 1390 4 1 1
8 1390 17 2 1
8 1390 21 3 1
1390 8 2 1 0
8 671 1 1 1
8 671 2 2 1
8 671 2 3 1
671 8 1 1 0
8 286 1 1 1
8 286 2 2 1
8 286 2 3 1
286 8 1 1 0
8 433 6 1 1
8 433 22 2 1
8 433 28 3 1
433 8 2 1 0
8 1259 1 1 1
8 1259 2 2 1
8 1259 2 3 1
1259 8 1 1 0
8 232 10 1 1
8 232 41 2 1
8 232 52 3 1
232 8 5 1 0
8 1636 1 1 1
8 1636 2 2 1
8 1636 2 3 1
1636 8 1 1 0
8 587 5 1 1
8 587 21 2 1
8 587 26 3 1
587 8 2 1 0
8 126 5 1 1
8 126 20 2 1
8 126 24 3 1
126 8 2 1 0
8 676 1 1 1
8 676 2 2 1
8 676 2 3 1
676 8 1 1 0
8 836 3 1 1
8 836 13 2 1
8 836 16 3 1
836 8 1 1 0
8 1491 4 1 1
8 1491 14 2 1
8 1491 18 3 1
1491 8 1 1 0
8 1348 1 1 1
8 1348 2 2 1
8 1348 2 3 1
1348 8 1 1 0
8 170 12 1 1
8 170 49 2 1
8 170 62 3 1
170 8 6 1 0
8 610 5 1 1
8 610 21 2 1
8 610 26 3 1
610 8 2 1 0
8 17 11 1 1
8 17 42 2 1
8 17 53 3 1
17 8 6 1 0
8 1347 5 1 1
8 1347 20 2 1
8 1347 26 3 1
1347 8 2 1 0
8 591 4 1 1
8 591 17 2 1
8 591 21 3 1
591 8 2 1 0
8 131 1 1 1
8 131 2 2 1
8 131 2 3 1
131 8 1 1 0
8 294 4 1 1
8 294 17 2 1
8 294 22 3 1
294 8 2 1 0
8 530 19 1 1
8 530 76 2 1
8 530 95 3 1
530 8 10 1 0
8 415 10 1 1
8 415 38 2 1
8 415 48 3 1
415 8 5 1 0
8 277 4 1 1
8 277 17 2 1
8 277 22 3 1
277 8 2 1 0
8 970 1 1 1
8 970 2 2 1
8 970 2 3 1
970 8 1 1 0
8 55 6 1 1
8 55 23 2 1
8 55 29 3 1
55 8 3 1 0
8 1486 3 1 1
8 1486 12 2 1
8 1486 16 3 1
1486 8 1 1 0
8 229 7 1 1
8 229 28 2 1
8 229 34 3 1
229 8 3 1 0
8 852 1 1 1
8 852 2 2 1
8 852 2 3 1
852 8 1 1 0
8 198 1 1 1
8 198 2 2 1
8 198 2 3 1
198 8 1 1 0
8 603 1 1 1
8 603 2 2 1
8 603 2 3 1
603 8 1 1 0
8 29 6 1 1
8 29 23 2 1
8 29 28 3 1
29 8 3 1 0
8 842 1 1 1
8 842 2 2 1
8 842 2 3 1
842 8 1 1 0
8 580 1 1 1
8 580 2 2 1
8 580 2 3 1
580 8 1 1 0
8 18 8 1 1
8 18 33 2 1
8 18 41 3 1
18 8 4 1 0
8 202 5 1 1
8 202 21 2 1
8 202 26 3 1
202 8 2 1 0
8 701 3 1 1
8 701 11 2 1
8 701 14 3 1
701 8 1 1 0
8 549 3 1 1
8 549 13 2 1
8 549 16 3 1
549 8 1 1 0
8 1706 6 1 1
8 1706 23 2 1
8 1706 29 3 1
1706 8 3 1 0
8 882 4 1 1
8 882 14 2 1
8 882 18 3 1
882 8 1 1 0
8 762 1 1 1
8 762 2 2 1
8 762 2 3 1
762 8 1 1 0
8 767 1 1 1
8 767 2 2 1
8 767 2 3 1
767 8 1 1 0
8 272 5 1 1
8 272 20 2 1
8 272 24 3 1
272 8 2 1 0
8 1107 5 1 1
8 1107 19 2 1
8 1107 24 3 1
1107 8 2 1 0
8 263 1 1 1
8 263 2 2 1
8 263 2 3 1
263 8 1 1 0
8 484 12 1 1
8 484 48 2 1
8 484 60 3 1
484 8 6 1 0
8 620 1 1 1
8 620 2 2 1
8 620 2 3 1
620 8 1 1 0
8 1086 1 1 1
8 1086 2 2 1
8 1086 2 3 1
1086 8 1 1 0
8 960 6 1 1
8 960 25 2 1
